lp,slowo,liczba,label
116,tam,25,GBABB
117,ja,25,AEE
118,organizacja,25,ADACBAA
119,behring,24,-
120,która,24,-
121,również,24,GBBBA
122,uważać,24,BDA
123,choć,24,GBBBA
124,my,24,EIA
125,izolacja,23,ADACBAA
126,mieć,23,BDC
127,rządowy,23,CAB
128,tragedia,23,ADACBAA
129,medium,23,AED
130,wszystek,23,CCA
131,nawet,23,GBBBA
132,andersa,22,-
133,terrorystyczny,22,CAB
134,bez,22,ACAAAAA
135,informacja,22,ADACBAA
136,policjant,22,AAADAA
137,traktowanie,22,AEBAA
138,kiedy,22,GBABB
139,prawić,21,BBCA
140,kar,21,ACAAAAA
141,godzina,21,ADAAA
142,dzień,21,ACABBB
143,skazać,21,BAAFA
144,nowy,21,CAB
145,jeszcze,21,GBABB
146,członek,21,AAAAB
147,alba,21,ADAAA
148,wolność,21,ADCCA
149,żeby,21,GBBBBAA
150,centrum,20,AED
151,adwokat,20,AAADAA
152,napisać,20,BAAFA
153,imigrant,20,AAADAA
154,gra,20,ADAAA
155,morderca,19,AABCBB
156,podczas,19,GBBAA
157,najwyższy,19,CAB
158,ona,19,EDAB
159,strzelać,19,BDA
160,norwegia,19,-
161,dostęp,19,ACAAAAA
162,przyznać,19,BDA
163,musieć,19,BBBA
164,kolejny,19,CAB
165,budynek,19,ACABA
166,drugi,19,CBA
167,mężczyzna,19,AABDAB
168,jej,19,GAB
169,więzienny,18,CAB
170,której,18,-
171,wybuch,18,ACAAAB
172,dzielnica,18,ADACABB
173,uczestnik,18,AAACBA
174,wydarzenie,18,AEBAA
175,ponad,18,GBBAA
176,odbywać,18,BDA
177,cały,18,CAB
178,nieludzki,18,CBA
179,skarżyć,18,BCCA
180,gdy,18,GBBAB
181,Internet,18,ACAAAAA
182,bardzo,17,FA
183,stwierdzić,17,BBCA
184,zagrożenie,17,AEBAA
185,zdanie,17,AEBAA
186,zbrodnia,17,ADACBAA
187,polityka,17,AAACBA
188,młodzieżówki,17,-
189,polityk,17,AAACBA
190,ręka,17,ADACBABB
191,kontakt,17,ACAAAAA
192,swa,17,EDAAB
193,strzelanina,16,ADAAA
194,osiem,16,DBBA
195,brak,16,ACABA
196,ostatni,16,CBB
197,cel,16,ACACACB
198,korespondencja,16,ADACBAA
199,grupa,16,ADAAA
200,zmiana,16,ADAAA
201,największy,16,CAB
202,polski,16,ACD
203,stać się,16,-
204,teraz,16,FC
205,stan,16,ACAAAAA
206,czyn,16,ACAAAAA
207,pierwsza,16,ADACCBA
208,prawica,16,ADACABB
209,np,16,-
210,opowiadać,16,BDA
211,prawo,15,AEAAAB
212,wniosek,15,ACABA
213,więcej,15,FC
214,możliwość,15,ADCCA
215,śmierć,15,ADCCA
216,historia,15,ADACBAA
217,radykalny,15,CAB
218,lewicowy,15,CAB
219,dokonać,15,BDA
220,wybuchowy,15,CAB
221,rodzina,15,ADAAA
222,terror,15,ACAAAAA
223,dziś,15,ACF
224,ekstremista,15,AABDAA
225,stoltenberg,15,-
226,pot,15,ACAAAAA
227,muzułmański,15,CBA
228,wszyscy,15,AFEC
229,jaki,14,ABAC
230,przebywać,14,BDA
231,samochód,14,ACAAAAA
232,słowo,14,AEAAAB
233,piątek,14,ACABA
234,kontrola,14,ADACBAA
235,wielki,14,CBA
236,przeciwko,14,GBBAA
237,wiedzieć,14,BDC
238,we,14,GBBAA
239,nienawiść,14,ADCCA
240,terroryzm,14,ACAAAAA
241,młodzież,14,ADCAB
242,maić,14,BBCA
243,odrzucić,14,BBCA
244,mijać,14,BDA
245,m,14,-
246,zacząć,14,BAFCB
247,najmniej,14,FC
248,skrajny,14,CAB
249,więzień,14,AEBAA
250,islam,14,ACAAAAA
251,zachód,14,ACAAAAA
252,swój,13,EAABA
253,skrajnie,13,FB
254,brać,13,ADCAAA
255,powinien,13,BFCA
256,norweg,13,-
257,jedynie,13,GBBBA
258,ekstremizm,13,ACAAAAA
259,muzułmanin,13,AAABAA
260,dziecko,13,AEADB
261,nizać,13,BAAFA
262,jakiś,13,EAF
263,wielokulturowości,13,-
264,czyli,13,GBBAB
265,lecz,13,GBBAB
266,bombowy,12,CAB
267,większość,12,ADCCA
268,zrobić,12,BBCA
269,wymiar,12,ACAAAAA
270,dojść,12,AEBAA
271,przeżyć,12,AEBAA
272,raport,12,ACAAAAA
273,środek,12,ACABBA
274,wynikać,12,BDA
275,żaden,12,CCBBA
276,materiał,12,ACAAAAA
277,związek,12,ACABA
278,okazać,12,BAAFA
279,dwa,12,DABB
280,strzał,12,ACAAAAA
281,pojawić się,12,-
282,część,12,ADCCA
283,ówczesny,12,CAB
284,chrześcijański,12,CBA
285,rocznica,12,ADACABB
286,ranna,12,ADACCBA
287,nadal,12,FC
288,przy,12,GBBAA
289,siedziba,12,ADAAA
290,młoda,12,ADACCBA
291,trzeba,12,BFBA
292,skarga,12,ADAB
293,ideologia,12,ADACBAA
294,później,12,FC
295,napastnik,12,AAACBA
296,pracoń,12,-
297,znaleźć,12,BAFCAA
298,telewizja,12,ADACBAA
299,bardziej,12,FC
300,nikt,12,EFA
301,pomoc,11,ADCAB
302,norwegię,11,-
303,uwaga,11,ADAB
304,mundur,11,ACAAAAA
305,przemoc,11,ADCAB
306,należeć,11,BCBA
307,domagać się,11,-
308,klient,11,AAADAA
309,lippestad,11,-
310,grozić,11,BBCA
311,głównie,11,FC
312,właśnie,11,GBBBA
313,wzgląd,11,ACAAAAAB
314,miejsce,11,AEBAA
315,nigdy,11,GBABB
316,nasi,11,AFFB
317,udział,11,ACAAAAA
318,jens,11,-
319,sposobić,11,BBCA
320,stolica,11,ADACABB
321,kto,11,EFB
322,więc,11,GBBAB
323,miasto,11,AEAAAB
324,islamski,11,CBA
325,walka,11,ADABA
326,ojciec,11,AAAAAB
327,nastolatek,10,AAADBA
328,ani,10,GBBBA
329,którą,10,-
330,odsiadywać,10,BAAB
331,przestępstwo,10,AEAAAB
332,możliwy,10,CAB
333,specjalny,10,CAB
334,eksplozja,10,ADACBAA
335,między,10,GBBAA
336,sierpień,10,ACACBAA
337,tłumaczyć,10,BCCA
338,obrona,10,ADAAA
339,pistolet,10,ACAAAAA
340,problem,10,ACAAAAA
341,przypadek,10,ACABA
342,strach,10,ABABAAB
343,działać,10,BDA
344,aby,10,GBBBBAB
345,każdy,10,AAEC
346,pozbawienie,10,AEBAA
347,zwolnienie,10,AEBAA
348,zabijać,10,BDA
349,pracować,10,BAAA
350,istnieć,10,BAD
351,wydawać,10,BAAE
352,oddać,10,BDC
353,wtedy,10,GBABB
354,ładunek,10,ACABA
355,zbyt,10,ACAAAAA
356,światowy,10,CAB
357,dwie,10,DABCA
358,nim,10,GBBAB
359,czuć,10,AEBAA
360,list,10,ACAAAAA
361,wiadomo,10,BFBA
362,gazeta,10,ADAAA
363,kościół,10,ACAABAA
364,szalony,10,AAEC
365,myśl,9,ADCCA
366,dlatego,9,G
367,kwiecień,9,ACACBAA
368,psychiczny,9,CAB
369,klub,9,ACAAAAA
370,szkoła,9,ADAAA
371,geir,9,-
372,zwolennik,9,AAACBA
373,otworzyć,9,BCCA
374,głowa,9,ADAAA
375,książka,9,ADAB
376,akt,9,ACAAAAA
377,masowy,9,CAB
378,główny,9,CAB
379,tuż,9,GBBBBBB
380,wówczas,9,FC
381,przedterminowy,9,CAB
382,ekspert,9,AAADAA
383,zastrzelić,9,BBCA
384,przeciw,9,GBBAA
385,pochodzenie,9,AEBAA
386,godz,9,-
387,młodzieżowy,9,CAB
388,lepszy,9,CAB
389,wielokrotnie,9,FC
390,natomiast,9,GBBAB
391,konwencja,9,ADACBAA
392,poddać,9,BDC
393,wtorek,9,ACABA
394,temat,9,ACAAAAA
395,demokracja,9,ADACBAA
396,świadek,9,AAAAB
397,nic,9,EGA
398,ruch,9,ACAAAB
399,coś,9,EGC
400,przegrać,8,BDA
401,pobyt,8,ACAAAAA
402,prawnik,8,AAACBA
403,wynik,8,ACABA
404,opublikowany,8,BAAA
405,powstrzymać,8,BDA
406,duży,8,CAB
407,ochrona,8,ADAAA
408,nazwisko,8,AEAAAA
409,rozpocząć,8,BAFCB
410,działania,8,AGDAA
411,ograniczenie,8,AEBAA
412,nawóz,8,ACAAAAA
413,rzecz,8,ADCB
414,dziennik,8,ACABBA
415,pojawiać się,8,-
416,ogień,8,ACACBAA
417,próba,8,ADAAA
418,źródło,8,AEAAAB
419,współczesny,8,AAEC
420,społeczny,8,CAB
421,jeść,8,BDD
422,podkreślić,8,BBCA
423,zmienić,8,BBCA
424,nazywać,8,BDA
425,nad,8,GBBAA
426,wciąż,8,FC
427,wobec,8,G
428,popełnić,8,BBCA
429,apelacyjny,8,CAB
430,zabity,8,BAFB
431,wysłać,8,BAAFA
432,częsty,8,CAB
433,głos,8,ACAAAAA
434,droga,8,ADAB
435,oko,8,AEAAAA
436,adrian,8,-
437,młody,8,AAEC
438,gdyż,8,GBBAB
439,postęp,8,ACAAAAA
440,tortura,8,ADAAA
441,neonazista,8,AABDAA
442,sobota,8,ADAAA
443,rządzący,8,AAEB
444,różny,8,CAB
445,usa,8,-
446,islamista,8,AABDAA
447,agencja,7,ADACBAA
448,poniedziałek,7,ACABA
449,storrvik,7,-
450,gdyby,7,GBBAB
451,policyjny,7,CAB
452,oznaczać,7,BDA
453,zakład,7,ACAAAAA
454,trwać,7,BDA
455,kilkadziesiąt,7,DBFA
456,sprawiedliwość,7,ADCCA
457,wpływ,7,ACAAAAA
458,minister,7,AAAAAA
459,takiej,7,-
460,dyskusja,7,ADACBAA
461,mowa,7,ADAAA
462,poważny,7,CAB
463,nauka,7,ADAB
464,podobny,7,CAB
465,wśród,7,GBBAA
466,wymierzony,7,CAB
467,przeprowadzić,7,BBCA
468,okres,7,ACAAAAA
469,rozmowa,7,ADAAA
470,tragiczny,7,CAB
471,prowadzić,7,BBCA
472,ponieważ,7,GBBAB
473,potrzebować,7,BAAA
474,gotowy,7,CAB
475,widzieć,7,BBBA
476,tyle,7,EHBA
477,imię,7,AECB
478,zabicie,7,AEBAA
479,opublikować,7,BAAA
480,ideologiczny,7,CAB
481,najbardziej,7,FC
482,rzekomy,7,CAB
483,zarówno,7,FC
484,podobać się,7,-
485,otwarty,7,CAB
486,ii,7,-
487,piątkowy,7,CAB
488,znajdować,7,BAAA
489,półtorej,7,DF
490,niektóry,7,AAEB
491,tydzień,7,ACACBAA
492,przebywający,7,BDA
493,naśladowca,7,AABCBB
494,deklaracja,7,ADACBAA
495,niepodległość,7,ADCCA
496,marsz,7,ABAAAB
497,narzekać,7,BDA
498,ugrupowanie,7,AEBAA
499,zdjęcie,7,AEBAA
500,niestety,7,GBBBA
501,instancja,7,ADACBAA
502,traktować,7,BAAA
503,uznawać,7,BAAE
504,zatrzymać,7,BDA
505,uniwersytet,7,ACAAAAA
506,próbować,7,BAAA
507,strajk,7,ACABA
508,głodowy,7,CAB
509,święta,7,ADACCBA
510,większy,7,CAB
511,rosyjski,7,ACD
512,mieszkaniec,7,AAACBA
513,doświadczenie,7,AEBAA
514,angielski,7,ACD
515,kupić,7,BBCA
516,syn,7,AAAAB
517,dać,7,BDC
518,abw,7,-
519,tekst,7,ACAAAAA
520,europa,7,-
521,ks,7,-
522,pozwać,6,BAAFB
523,powód,6,AAAAAA
524,badanie,6,AEBAA
525,wyglądać,6,BDA
526,stracić,6,BBCA
527,znany,6,BDA
528,decyzja,6,ADACBAA
529,krytyczny,6,CAB
530,poinformować,6,BAAA
531,zarzut,6,ACAAAAA
532,przepis,6,ACAAAAA
533,wyciągnąć,6,BAEAA
534,obecnie,6,GBABB
535,strzelecki,6,CBA
536,wiek,6,ACABA
537,sztuczny,6,CAB
538,podać,6,BDC
539,obrońca,6,AABCBB
540,psychicznie,6,FB
541,robić,6,BBCA
542,tłumacz,6,AAABD
543,psychiatra,6,AABCBAB
544,mimo,6,GBBAA
545,przyjaciel,6,AAABBB
546,publiczny,6,CAB
547,narodowy,6,CAB
548,dokładnie,6,FB
549,zdetonować,6,BAAA
550,rasizm,6,ACAAAAA
551,dotrzeć,6,BABA
552,własny,6,CAB
553,dodać,6,BDC
554,zdrowy,6,AAEC
555,wyjście,6,AEBAA
556,swoboda,6,ADAAA
557,rozprawa,6,ADAAA
558,skutek,6,ACABA
559,pierwszy,6,CAB
560,relacja,6,ADACBAA
561,osadzić,6,BBCA
562,konieczny,6,CAB
563,udać,6,BDC
564,wyjść,6,AEBAA
565,łączeń,6,AEBAA
566,podłożyć,6,BCCA
567,wziąć,6,BAFCAC
568,kwiat,6,ACAAAAA
569,najpierw,6,FC
570,siedzieć,6,BBBA
571,obecny,6,AAEC
572,król,6,AAAAB
573,karabin,6,ACAAAAA
574,norwegów,6,-
575,krwawy,6,CAB
576,odpowiedzialny,6,CAB
577,możliwości,6,AGBC
578,dramat,6,ACAAAAA
579,około,6,GBBBBBB
580,pobliże,6,AEBAB
581,dokument,6,ACAAAAA
582,reakcja,6,ADACBAA
583,przejść,6,AEBAA
584,żądać,6,BDA
585,liga,6,ADAB
586,opisywać,6,BAAB
587,wywiad,6,ACAAAAA
588,początek,6,ACABA
589,pogląd,6,ACAAAAA
590,zachodni,6,CBB
591,siedem,6,DBBA
592,ulica,6,ADACABB
593,zapobiec,6,BAFAAB
594,poniżający,6,BDA
595,poprzez,6,GBBAA
596,kwestia,6,ADACBAA
597,prawdziwy,6,CAB
598,firma,6,ADAAA
599,substancja,6,ADACBAA
600,chodzić,6,BBCA
601,młodzieżówka,6,-
602,groźny,6,CAB
603,zabójca,6,AABCBB
604,tys,6,-
605,autor,6,AAACAAAB
606,playstation,6,-
607,ląd,6,ACAAAAA
608,dodatek,6,ACABA
609,handlowy,6,CAB
610,telefon,6,ACAAAAA
611,woda,6,ADAAA
612,bezpieczny,6,CAB
613,prostu,6,-
614,łódź,6,ADCAAA
615,wróg,6,AAAAB
616,szwedzki,6,CBA
617,templariusz,6,AAABD
618,liberalny,6,CAB
619,utrzymywać,6,BAAB
620,adres,6,ACAAAAA
621,chemiczny,6,CAB
622,wola,6,ADACBAA
623,zamordować,5,BAAA
624,przekonywać,5,BAAB
625,wytoczyć,5,BCCA
626,myśleć,5,BBBA
627,dobro,5,AEAAAA
628,złożyć,5,BCCA
629,dobre,5,AEBBB
630,andreas,5,-
631,dokonany,5,BDA
632,najważniejszy,5,CAB
633,komisja,5,ADACBAA
634,jensa,5,-
635,stoltenberga,5,-
636,wcześniej,5,FC
637,trzy,5,DBAA
638,akcja,5,ADACBAA
639,analiza,5,ADAAA
640,center,5,AAACAAAB
641,system,5,ACAAAAA
642,urzędnik,5,AAACBA
643,posłużyć,5,BCCA
644,wyższy,5,CAB
645,islamizacja,5,ADACBAA
646,zamknięty,5,BAEAA
647,dotyczący,5,CAA
648,podobnie,5,FB
649,uzbroić,5,BBCA
650,pozwolenie,5,AEBAA
651,zdrowie,5,AEBAC
652,parlament,5,ACAAAAA
653,wystarczyć,5,BCCA
654,prawie,5,GBBBA
655,wskazywać,5,BAAB
656,chory,5,AAEB
657,prokuratura,5,ADAAA
658,chociaż,5,GBBBA
659,film,5,ACAAAAA
660,inspiracja,5,ADACBAA
661,związany,5,BAAFA
662,ośrodek,5,ACABBA
663,zawsze,5,GBABB
664,utoyi,5,-
665,uroczystość,5,ADCCA
666,najgorszy,5,AEBAB
667,wybuchnąć,5,BAEAA
668,jaką,5,-
669,środa,5,ADAAA
670,przedłużenie,5,AEBAA
671,czwartek,5,ACABA
672,studiować,5,BAAA
673,sześć,5,DBBA
674,niebezpieczny,5,CAB
675,punkt,5,ACAAAAA
676,sędzia,5,AABAA
677,wyrazić,5,BBCA
678,przyjąć,5,BAFCB
679,nato,5,-
680,potrzeba,5,ADAAA
681,faszystowski,5,CBA
682,dostać,5,BAFABD
683,trybunał,5,ACAAAAA
684,południe,5,AEBAC
685,uciec,5,BAFAAB
686,eksplodować,5,BAAA
687,wstrząsnąć,5,BAEAA
688,obcy,5,AAEB
689,promień,5,ACACBAA
690,pozbyć się,5,-
691,pułapka,5,ADAB
692,moment,5,ACAAAAA
693,ubrać,5,BAAFA
694,glock,5,-
695,jednocześnie,5,FB
696,obywatel,5,AAABCA
697,prezydent,5,AAADAA
698,fakt,5,ACAAAAA
699,jakość,5,ADCCA
700,sytuacja,5,ADACBAA
701,czerpać,5,BAAFA
702,kobieta,5,ADAAA
703,chłopiec,5,AAACAB
704,mieszkać,5,BDA
705,skończyć,5,BCCA
706,długo,5,FA
707,znać,5,BDA
708,polak,5,-
709,dlaczego,5,G
710,odłamek,5,ACABBA
711,przechodzić,5,BBCA
712,studia,5,AGDB
713,luty,5,ACAAAAA
714,znieść,5,BAFCAA
715,zaatakować,5,BAAA
716,utożsamiać,5,BDA
717,zarzucany,5,BDA
718,inwazja,5,ADACBAA
719,trzymanie,5,AEBAA
720,artykuł,5,ACAAAAA
721,skazany,5,BAAFA
722,zewnętrzny,5,CAB
723,zgoda,5,ADAAA
724,zamiast,5,GBBAA
725,walczyć,5,BCCA
726,dopóki,5,GBAA
727,demokratyczny,5,CAB
728,wartość,5,ADCCA
729,ewentualny,5,CAB
730,kłopot,5,ACAAAAA
731,potwierdzić,5,BBCA
732,rosji,5,-
733,poza,5,ADAAA
734,niemiecki,5,ACD
735,zapisać,5,BAAFA
736,wysepka,5,ADAB
737,obywatelski,5,CBA
738,założyć,5,BCCA
739,przerażony,5,BBCA
740,spokojny,5,CAB
741,wieczorem,5,FC
742,internetowych,5,-
743,śledztwo,5,AEAAAB
744,wzór,5,ACAAAAA
745,rycerz,5,AAABD
746,spodziewać się,5,-
747,poprawność,5,ADCCA
748,polsce,5,-
749,szukać,5,BDA
750,przyznawać,5,BAAE
751,otwartość,5,ADCCA
752,tolerancja,5,ADACBAA
753,ktoś,5,EFC
754,ue,5,-
755,wierzyć,5,BCCA
756,mama,5,ADAAA
757,zapewne,5,GBBBA
758,lippestadt,5,-
759,komórka,5,ADAB
760,matka,5,ADAB
761,homogeniczny,5,CAB
762,podawać,4,BAAE
763,samobójczy,4,CAA
764,radzić,4,BBCA
765,sala,4,ADACBABA
766,dyspozycja,4,ADACBAA
767,zapowiedzieć,4,BDC
768,przedłużony,4,CAB
769,reprezentować,4,BAAA
770,dobry,4,CAA
771,pokazywać,4,BAAB
772,uniknąć,4,BAEAA
773,ws,4,-
774,zimny,4,CAB
775,behringa,4,-
776,chyba,4,GBBBA
777,wczoraj,4,ACF
778,aresztować,4,BAAA
779,kluczowy,4,CAB
780,zły,4,ABC
781,uciekać,4,BDA
782,wymieniony,4,BBCA
783,zgadzać się,4,-
784,maszynowy,4,CAB
785,projekt,4,ACAAAAA
786,zmieniać,4,BDA
787,forma,4,ADAAA
788,stawiać,4,BDA
789,szwecji,4,-
790,używać,4,BDA
791,granica,4,ADACABB
792,skoro,4,GBBAB
793,sądzić,4,BBCA
794,prawda,4,ADAAA
795,dotyczyć,4,BCCA
796,ciało,4,AEAAAB
797,viljar,4,-
798,pięcie się,4,-
799,organizator,4,AAACAAAB
800,konferencja,4,ADACBAA
801,lęk,4,ACABA
802,poczucie,4,AEBAA
803,pytanie,4,AEBAA
804,dzisiejszy,4,CAB
805,znajda,4,AABCBAA
806,przedstawiciel,4,AAABCA
807,kultura,4,ADAAA
808,opinia,4,ADACBAA
809,postawa,4,ADAAA
810,psychologiczny,4,CAB
811,typ,4,AAACAAAB
812,swoisty,4,CAB
813,konserwatywny,4,CAB
814,marksizm,4,ACAAAAA
815,mniejszość,4,ADCCA
816,międzynarodowy,4,CAB
817,of,4,-
818,papa,4,AABABA
819,fahre,4,-
820,zorganizować,4,BAAA
821,bliski,4,CBA
822,dopiero,4,GBBBA
823,spotkanie,4,AEBAA
824,współpracować,4,BAAA
825,brytanii,4,-
826,szczególnie,4,FB
827,karny,4,ABC
828,pozostać,4,BAFABD
829,prasowy,4,CAB
830,odbywanie,4,AEBAA
831,silny,4,CAB
832,przybyć,4,AEBAA
833,chęć,4,ADCCA
834,dzisiaj,4,ACF
835,odkąd,4,GBAA
836,krótki,4,CBA
837,szef,4,AAAAAA
838,dekada,4,ADAAA
839,zabrać,4,BAAFA
840,zdołać,4,BDA
841,niedaleko,4,FC
842,przeżycie,4,AEBAA
843,udawać,4,BAAE
844,martwy,4,AAEC
845,korzystać,4,BDA
846,załamanie,4,AEBAA
847,milczenie,4,AEBAA
848,naród,4,ACAAAAA
849,zjednoczony,4,CAB
850,unia,4,ADACBAA
851,wyraz,4,ACAAAAA
852,ziemia,4,ADACBABA
853,działalność,4,ADCCA
854,izolować,4,BAAA
855,nazwa,4,ADAAA
856,określić,4,BBCA
857,tv,4,-
858,lubić,4,BBCA
859,czerwony,4,CAB
860,iraku,4,-
861,dorosły,4,AAEC
862,kancelaria,4,ADACBAA
863,wygląd,4,ACAAAAA
864,pogodzić,4,BBCA
865,moi,4,AFFC
866,dzwonić,4,BBCA
867,automatyczny,4,CAB
868,kamień,4,ACACBAA
869,zrezygnować,4,BAAA
870,coraz,4,GBABB
871,liczący,4,CAA
872,zapowiadać,4,BDA
873,milion,4,ACAABAA
874,zapewniać,4,BDA
875,iż,4,GBBAB
876,jedzenie,4,AEBAA
877,szok,4,ACABA
878,tysiąc,4,ABAAC
879,orzec,4,BAFAABA
880,sprzeczny,4,CAB
881,karanie,4,AEBAA
882,poszanowanie,4,AEBAA
883,prywatny,4,CAB
884,skien,4,-
885,konflikt,4,ACAAAAA
886,potrzebny,4,CAB
887,breivikowi,4,-
888,oglądać,4,BDA
889,obie,4,DABCA
890,zachowanie,4,AEBAA
891,dopuszczać,4,BDA
892,potrwać,4,BDA
893,zamordowanie,4,AEBAA
894,przedłużanie,4,AEBAA
895,wygrać,4,BDA
896,humanitarny,4,CAB
897,zgodzić,4,BBCA
898,oskarżać,4,BDA
899,ujawnić,4,BBCB
900,przedstawiać,4,BDA
901,okno,4,AEAAAB
902,konsola,4,ADACBAA
903,teren,4,ACAAAAA
904,amunicja,4,ADACBAA
905,spełniać,4,BDA
906,podstawowy,4,CAB
907,długoletni,4,CBB
908,bowiem,4,GBBAB
909,model,4,AAABCA
910,pieniądz,4,ACACBBB
911,ostrzegać,4,BDA
912,przestać,4,BAFABD
913,atakować,4,BAAA
914,londynie,4,-
915,liczba,4,ADAAA
916,decydowany,4,BAAA
917,zobaczyć,4,BCCA
918,ton,4,ACAAAAA
919,facebooku,4,-
920,miłośnik,4,AAACBA
921,dworzec,4,ACACBC
922,panować,4,BAAA
923,dużo,4,DF
924,zdążyć,4,BCCA
925,sieć,4,ADCCA
926,poprosić,4,BBCA
927,uwięziony,4,CAB
928,chować,4,BDA
929,harlem,4,-
930,brundtland,4,-
931,zagrozić,4,BBCA
932,deportacja,4,ADACBAA
933,km,4,-
934,zaniepokojony,4,BBCA
935,pokazać,4,BAAFA
936,przyjechać,4,BAAFA
937,usiłować,4,BAAA
938,ukrywać,4,BDA
939,bać się,4,-
940,siostra,4,ADAAA
941,apel,4,ACACAA
942,kontaktować,4,BAAA
943,dobijać,4,BDA
944,natychmiast,4,FC
945,churchilla,4,-
946,federalny,4,CAB
947,oklahoma,4,-
948,city,4,-
949,miesiąc,4,ACACBBA
950,debata,4,ADAAA
951,krytykować,4,BAAA
952,wersja,4,ADACBAA
953,zdrajca,4,AABCBB
954,kulturowy,4,CAB
955,misja,4,ADACBAA
956,imigracja,4,ADACBAA
957,elita,4,ADAAA
958,mln,4,-
959,młodość,4,ADCCA
960,siła,4,ADAAA
961,podjąć,4,BAFCB
962,wildersa,4,-
963,wysadzić,4,BBCA
964,wrzesień,4,ACACBAA
965,mord,4,ACAAAAA
966,ilość,4,ADCCA
967,dostępny,4,CAB
968,przecież,4,GBBBA
969,łukasz,4,-
970,znaczenie,4,AEBAA
971,nasz,4,EAABA
972,rzeczywistość,4,ADCCA
973,cytować,4,BAAA
974,podstawa,4,ADAAA
975,putin,4,-
976,ku,4,GBBAA
977,niewinny,4,CAB
978,powoływać,4,BAAB
979,geller,4,-
980,najpewniej,4,FC
981,wynikający,4,BDA
982,fundamentalizm,4,-
983,przesłuchanie,4,AEBAA
984,znaczyć,4,BCCA
985,taką,4,-
986,łamać,3,BAAFA
987,zakończyć,3,BCCA
988,fanatyk,3,AAACBA
989,zeznać,3,BDA
990,codziennie,3,FC
991,uciążliwy,3,CAB
992,pozywać,3,BDA
993,zwrócić,3,BBCA
994,prośba,3,ADAAA
995,naruszenie,3,AEBAA
996,złagodzenie,3,AEBAA
997,samopoczucie,3,AEBAA
998,wykonać,3,BDA
999,breivikiem,3,-
1000,oświadczenie,3,AEBAA
1001,teza,3,ADAAA
1002,pewność,3,ADCCA
1003,głosić,3,BBCA
1004,ślad,3,ACAAAAA
1005,relacjonować,3,BAAA
1006,przeprowadzony,3,BBCA
1007,zawieść,3,BAFCAA
